upload,uploads,uploading,uploaded
confound,confounds,confounding,confounded
subtract,subtracts,subtracting,subtracted
visit,visits,visiting,visited
summersault,summersaults,somersaulting,somersaulted
encode,encodes,encoding,encoded
sharpen,sharpens,sharpening,sharpened
swagger,swaggers,swaggering,swaggered
excide,excides,exciding,excided
cremate,cremates,cremating,cremated
repast,repasts,repasting,repasted
pipeline,pipelines,pipelining,pipelined
fly,flies,flying,flew,flown
demolish,demolishes,demolishing,demolished
impel,impels,impelling,impelled
sour,sours,souring,soured
symmetrize,symmetrizes,symmetrizing,symmetrized
arrive,arrives,arriving,arrived
claim,claims,claiming,claimed
immortalize,immortalizes,immortalizing,immortalized
intergrade,intergrades,intergrading,intergraded
predict,predicts,predicting,predicted
fuck,fucks,fucking,fucked
sample,samples,sampling,sampled
disbelieve,disbelieves,disbelieving,disbelieved
craze,crazes,crazing,crazed
normalize,normalizes,normalizing,normalized
purr,purrs,purring,purred
shinty,shinties,shintying,shintied
tilt,tilts,tilting,tilted
ping,pings,pinging,pinged
parch,parches,parching,parched
pine,pines,pining,pined
till,tills,tilling,tilled
tile,tiles,tiling,tiled
purl,purls,purling,purled
map,maps,mapping,mapped
mar,mars,marring,marred
mat,mats,matting,matted
legislate,legislates,legislating,legislated
may,mayest,mayn't
mad,mads,madding,madded
methylate,methylates,methylating,methylated
subrogate,subrogates,subrogating,subrogated
catcall,catcalls,catcalling,catcalled
metricate,metricates,metricating,metricated
fossilize,fossilizes,fossilizing,fossilized
itinerate,itinerates,itinerating,itinerated
closeup
omen,omens,omening,omened
perambulate,perambulates,perambulating,perambulated
purify,purifies,purifying,purified
disembowel,disembowels,disembowelling,disembowelled
cascade,cascades,cascading,cascaded
absquatulate,absquatulates,absquatulating,absquatulated
jail,jails,jailing,jailed
deposit,deposits,depositing,deposited
deceive,deceives,deceiving,deceived
unleash,unleashes,unleashing,unleashed
tawse,tawses,tawsing,tawsed
bungle,bungles,bungling,bungled
gesture,gestures,gesturing,gestured
uncork,uncorks,uncorking,uncorked
shop-lift,shop-lifts,shop-lifting,shop-lifted,shop-lifted
shield,shields,shielding,shielded
re-sign,re-signs,re-signing,re-signed,re-signed
clubhaul,clubhauls,clubhauling,clubhauled
recoup,recoups,recouping,recouped
terrace,terraces,terracing,terraced
pitch,pitches,pitching,pitched
equip,equips,equipping,equipped
grout,grouts,grouting,grouted
outbrave,outbraves,outbraving,outbraved
group,groups,grouping,grouped
monitor,monitors,monitoring,monitored
gibbet,gibbets,gibbeting,gibbeted
tellurize,tellurizes,tellurizing,tellurized
maim,maims,maiming,maimed
mail,mails,mailing,mailed
enfeoff,enfeoffs,enfeoffing,enfeoffed
mollycoddle,mollycoddles,mollycoddling,mollycoddled
finance,finances,financing,financed
shatter,shatters,shattering,shattered
emplane,emplanes,emplaning,emplaned
tucker,tuckers,tuckering,tuckered
lunch,lunches,lunching,lunched
titillate,titillates,titillating,titillated
bullshit,bullshits,bullshitting,bullshitted
possess,possesses,possessing,possessed
outweigh,outweighs,outweighing,outweighed
fudge,fudges,fudging,fudged
promulgate,promulgates,promulgating,promulgated
gamble,gambles,gambling,gambled
rock,rocks,rocking,rocked
hijack,hijacks,hijacking,hijacked
redraw,redraws,redrawing,redrawed
precancel,precancels,precancelling,precancelled
surfeit,surfeits,surfeiting,surfeited
nonpros,nonprosses,nonprossing,nonprossed
gird,girds,girding,girt
unclasp,unclasps,unclasping,unclasped
obsolesce,obsolesces,obsolescing,obsolesced
despumate,despumates,despumating,despumated
relive,relives,reliving,relived
stitch,stitches,stitching,stitched
undulate,undulates,undulating,undulated
bitch,bitches,bitching,bitched
unlimber,unlimbers,unlimbering,unlimbered
blubber,blubbers,blubbering,blubbered
dominate,dominates,dominating,dominated
correct,corrects,correcting,corrected
ammoniate,ammoniates,ammoniating,ammoniated
smatter,smatters,smattering,smattered
smudge,smudges,smudging,smudged
doublespace,doublespaces,doublespacing,doublespaced
previse,previses,prevising,prevised
spiel,spiels,spieling,spieled
baptize,baptizes,baptizing,baptized
fluidize,fluidizes,fluidizing,fluidized
uncover,uncovers,uncovering,uncovered
jaywalk,jaywalks,jaywalking,jaywalked
cough,coughs,coughing,coughed
orb,orbs,orbing,orbed
advance,advances,advancing,advanced
pollard,pollards,pollarding,pollarded
corrugate,corrugates,corrugating,corrugated
think,thinks,thinking,thought
frequent,frequents,frequenting,frequented
layer,lays,laying,laid
cheese,cheesing,cheesed
commercialize,commercializes,commercializing,commercialized
crib,cribs,cribbing,cribbed
disburse,disburses,disbursing,disbursed
long,longs,longing,longed
carry,carries,carrying,carried
cloture,clotures,cloturing,clotured
basify,basifies,basifying,basified
interchange,interchanges,interchanging,interchanged
lap,laps,lapping,lapped
lambaste,lambasts,lambasting,lambasted
escort,escorts,escorting,escorted
artificialize,artificializes,artificializing,artificialized
daunt,daunts,daunting,daunted
repatriate,repatriates,repatriating,repatriated
broadcast,broadcasts,broadcasting,broadcasted
interdict,interdicts,interdicting,interdicted
butt,butts,butting,butted
blackguard,blackguards,blackguarding,blackguarded
hemstitch,hemstitches,hemstitching,hemstitched
infiltrate,infiltrates,infiltrating,infiltrated
deafen,deafens,deafening,deafened
graphitize,graphitizes,graphitizing,graphitized
gotta,gotta
underprice,underprices,underpricing,underpriced
venture,ventures,venturing,ventured
proofread,proofreads,proofreading,proofread
lullaby,lullabies,lullabying,lullabied
lick,licks,licking,licked
capsize,capsizes,capsizing,capsized
stereochrome,stereochromes,stereochroming,stereochromed
tantalize,tantalizes,tantalizing,tantalized
retort,retorts,retorting,retorted
seal,seals,sealing,sealed
dash,dashes,dashing,dashed
sulk,sulks,sulking,sulked
mechanize,mechanizes,mechanizing,mechanized
calendar,calendars,calendaring,calendared
squat,squats,squatting,squatted
isolate,isolates,isolating,isolated
clunk,clunks,clunking,clunked
canton,cantons,cantoning,cantoned
channel,channels,channelling,channelled
pain,pains,paining,pained
trace,traces,tracing,traced
roster,rosters,rostering,rostered
track,tracks,tracking,tracked
baize,baizes,baizing,baized
zigzag,zigzags,zigzagging,zigzagged
assault,assaults,assaulting,assaulted
barrage,barrages,barraging,barraged
inspirit,inspirits,inspiriting,inspirited
pair,pairs,pairing,paired
marginate,marginates,marginating,marginated
typeset,typesets,typesetting,typeset
scowl,scowls,scowling,scowled
voodoo,voodoos,voodooing,voodooed
reed,reeds,reeding,reeded
unstep,unsteps,unstepping,unstepped
shop,shops,shopping,shopped
flyfish,flyfishes,flyfishing,flyfished
shot,shot
show,shows,showing,showed,shown
Prussianize,Prussianizes,Prussianizing,Prussianized,Prussianized
accession,accessions,accessioning,accessioned
elevate,elevates,elevating,elevated
revest,revests,revesting,revested
premonish,premonishes,premonishing,premonished
shoe,shoes,shoeing,shod
disunite,disunites,disuniting,disunited
estop,estops,estopping,estopped
corner,corners,cornering,cornered
forecast,forecasts,forecasting,forecasted
shoo,shoos,shooing,shooed
fend,fends,fending,fended
dice,dices,dicing,diced
plume,plumes,pluming,plumed
machinate,machinates,machinating,machinated
plumb,plumbs,plumbing,plumbed
re-create,re-creates,re-creating,recreated,re-created
manoeuvre,manoeuvres,manoeuvring,manoeuvred
black,blacks
mistranslate,mistranslates,mistranslating,mistranslated
travesty,travesties,travestying,travestied
plump,plumps,plumping,plumped
programtrade,programtrades,programtrading,programtraded
dulcify,dulcifies,dulcifying,dulcified
esterify,esterifies,esterifying,esterified
got,gets,getting,gotten
stomp,stomps,stomping,stomped
grubstake,grubstakes,grubstaking,grubstaked
gee,gees,geing,geed
poleaxe,poleaxeing,poleaxeed
wheeze,wheezes,wheezing,wheezed
gibber,gibbers,gibbering,gibbered
hyphenate,hyphenates,hyphening,hyphened
gem,gems,gemming,gemmed
disinherit,disinherits,disinheriting,disinherited
beseech,beseeches,beseeching,besought
harbinger,harbingers,harbingering,harbingered
shadowbox,shadowboxes,shadowboxing,shadowboxed
overmatch,overmatches,overmatching,overmatched
gammon,gammons,gammoning,gammoned
tallow,tallows,tallowing,tallowed
consubstantiate,consubstantiates,consubstantiating,consubstantiated
kernel,kernels,kernelling,kernelled
fixate,fixates,fixating,fixated
seat,seats,seating,seated
seam,seams,seaming,seamed
misconduct,misconducts,misconducting,misconducted
pebble,pebbles,pebbling,pebbled
adjudge,adjudges,adjudging,adjudged
wonder,wonders,wondering,wondered
limber,limbers,limbering,limbered
ornament,ornaments,ornamenting,ornamented
ideate,ideates,ideating,ideated
label,labels,labelling,labelled
pump,pumps,pumping,pumped
satiate,satiates,satiating,satiated
tup,tups,tupping,tupped
tut,tuts,tutting,tutted
countenance,countenances,countenancing,countenanced
tun,tuns,tunning,tunned
tub,tubs,tubbing,tubbed
tug,tugs,tugging,tugged
librate,librates,librating,librated
tonsure,tonsures,tonsuring,tonsured
hoke,hokes,hoking,hoked
fulminate,fulminates,fulminating,fulminated
dedicate,dedicates,dedicating,dedicated
tour,tours,touring,toured
tout,touts,touting,touted
remake,remakes,remaking,remade
valorize,valorizes,valorizing,valorized
shikar,shikars,shikarring,shikarred
aboutface,aboutfaces,aboutfacing,aboutfaced
spank,spanks,spanking,spanked
uncouple,uncouples,uncoupling,uncoupled
cancel,cancels,cancelling,cancelled
undock,undocks,undocking,undocked
tinkle,tinkles,tinkling,tinkled
sned,sneds,snedding,snedded
intrude,intrudes,intruding,intruded
caricature,caricatures,caricaturing,caricatured
tramp,tramps,tramping,tramped
marl,marls,marling,marled
wobble,wobbles,wobbling,wobbled
certify,certifies,certifying,certified
mark,marks,marking,marked
understate,understates,understating,understated
sentinel,sentinels,sentineling,sentineled
clepe,clepes,cleping,yclept
squash,squashes,squashing,squashed
disesteem,disesteems,disesteeming,disesteemed
deconsecrate,deconsecrates,deconsecrating,deconsecrated
wake,wakes,waking,woken
overdose,overdoses,overdosing,overdosed
sound,sounds,sounding,sounded
gloze,glozes,glozing,glozed
master-mind,master-minds,master-minding,masterminded,master-minded
invigorate,invigorates,invigorating,invigorated
slumber,slumbers,slumbering,slumbered
tuck,tucks,tucking,tucked
cannonade,cannonades,cannonading,cannonaded
compile,compiles,compiling,compiled
cock,cocks,cocking,cocked
huckster,hucksters,huckstering,huckstered
bathe,bathes,bathing,bathed
hedge-hop,hedge-hops,hedgehopping,hedgehopped,hedge-hopped
marcel,marcels,marcelling,marcelled
cluster,clusters,clustering,clustered
idolatrize,idolatrizes,idolatrizing,idolatrized
pat,pats,patting,patted
doctor,doctors,doctoring,doctored
pay,pays,paying,payed
lave,laves,laving,laved
demur,demurs,demurring,demurred
pad,pads,padding,padded
pal,pals,palling,palled
pan,pans,panning,panned
spring-clean,spring-cleans,spring-cleaning,spring-cleaned,spring-cleaned
exhaust,exhausts,exhausting,exhausted
oil,oils,oiling,oiled
assist,assists,assisting,assisted
munch,munches,munching,munched
cauterize,cauterizes,cauterizing,cauterized
companion,companions,companioning,companioned
steamroller,steamrollers,steam-rollering,steamrollered,steam-rollered
adjure,adjures,adjuring,adjured
weave,weaves,weaving,woven
countermarch,countermarches,countermarching,countermarched
drain,drains,draining,drained
suffuse,suffuses,suffusing,suffused
strickle,strickles,strickling,strickled
solve,solves,solving,solved
bottle,bottles,bottling,bottled
soundproof,soundproofs,soundproofing,soundproofed
parody,parodys,parodying,parodied
overprint,overprints,overprinting,overprinted
fume,fumes,fuming,fumed
superinduce,superinduces,superinducing,superinduced
imprint,imprints,imprinting,imprinted
griddle,griddles,griddling,griddled
sinter,sinters,sintering,sintered
prill,prills,prilling,prilled
ski-jump,ski-jumps,ski-jumping,ski-jumped,ski-jumped
forgo,forgoes,forgoing,forwent,forgone
beagle,beagles,beagling,beagled
pile,piles,piling,piled
decalcify,decalcifies,decalcifying,decalcified
eviscerate,eviscerates,eviscerating,eviscerated
pill,pills,pilling,pilled
grip,grips,gripping,gript
zugzwang,zugzwangs,zugzwanging,zugzwanged
grit,grits,gritting,gritted
mop,mops,mopping,mopped
mow,mows,mowing,mowed,mown
moo,moos,mooing,mooed
mob,mobs,mobbing,mobbed
railroad,railroading,railroaded
implicate,implicates,implicating,implicated
grin,grins,grinning,grinned
militarize,militarizes,militarizing,militarized
first-foot,first-foots,first-footing,first-footed,first-footed
chamber,chambers,chambering,chambered
nose,noses,nosing,nosed
nosh,noshes,noshing,noshed
overpitch,overpitches,overpitching,overpitched
afflict,afflicts,afflicting,afflicted
re-press,re-presses,re-pressing,repressed,re-pressed
commandeer,commandeers,commandeering,commandeered
ascend,ascends,ascending,ascended
dole,doles,doling,doled
impolder,impolders,impoldering,impoldered
erase,erases,erasing,erased
pasture,pastures,pasturing,pastured
gross,grosses,grossing,grossed
skelly,skellies,skellying,skellied
confirm,confirms,confirming,confirmed
ruggedize,ruggedizes,ruggedizing,ruggedized
trow,trows,trowing,trowed
pioneer,pioneers,pioneering,pioneered
inject,injects,injecting,injected
gladden,gladdens,gladdening,gladdened
moderate,moderates,moderating,moderated
knife,knifes,knifing,knifed
squall,squalls,squalling,squalled
giggle,giggles,giggling,giggled
chirp,chirps,chirping,chirped
roar,roars,roaring,roared
island,islands,islanding,islanded
fringe,fringes,fringing,fringed
thrive,thrives,thriving,thrived,thriven
lithograph,lithographs,lithographing,lithographed
solidify,solidifies,solidifying,solidified
roam,roams,roaming,roamed
remonetize,remonetizes,remonetizing,remonetized
repine,repines,repining,repined
dagger,daggers,daggering,daggered
prohibit,prohibits,prohibiting,prohibited
actuate,actuates,actuating,actuated
harness,harnesses,harnessing,harnessed
whiten,whitens,whitening,whitened
strip,strips,stripping,stripped
spline,splines,splining,splined
purfle,purfles,purfling,purfled
bedim,bedims,bedimming,bedimmed
enroot,enroots,enrooting,enrooted
vaporize,vaporizes,vaporizing,vaporized
madden,maddens,maddening,maddened
decode,decodes,decoding,decoded
galvanize,galvanizes,galvanizing,galvanized
outmatch,outmatches,outmatching,outmatched
disfrock,disfrocks,disfrocking,disfrocked
coldshoulder,coldshoulders,coldshouldering,coldshouldered
immerge,immerges,immerging,immerged
shroud,shrouds,shrouding,shrouded
hiccup,hiccups,hiccuping,hiccuped
gore,gores,goring,gored
defoliate,defoliates,defoliating,defoliated
supervene,supervenes,supervening,supervened
fulgurate,fulgurates,fulgurating,fulgurated
spice,spices,spicing,spiced
annihilate,annihilates,annihilating,annihilated
proselyte,proselytes,proselyting,proselyted
imbrue,imbrues,imbruing,imbrued
rewire,rewires,rewiring,rewired
eschew,eschews,eschewing,eschewed
grouch,grouches,grouching,grouched
blackbird,blackbirds,blackbirding,blackbirded
